,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,7,10.0,0,2.8,7,10,7,0,10,10.0,10.0,0.7022471910112359,7,10,10,2.0,5.727272727272727,7.0,0.42419849787799435,5.0,20,15,0,14.600000000000001,7,7,0,50.0,0.0,7,7,0,0.0,9.99,0.0,0,10.0,0.0,0.0,10,10,7,0,0,0,0,0,0.0,12.307692307692308,12.105263157894736,10,20,30.0,0.0,10,10,0,0,0,0,7,40,0.0
1,0,10.0,7,7.0,7,10,7,10,10,3.552206673842842,2.099031216361679,10.0,7,10,0,0.8064516129032258,5.6,7.0,0.0,6.085106382978723,20,20,0,14.0,7,7,7,50.0,24.424733098271435,7,7,0,4.873225,9.99,0.0,0,0.2777777777777778,19.0,3.0,10,10,7,0,0,7,0,0,25.0,15.365329512893982,19.932019034670294,10,20,30.0,27.0,10,30,15,25,0,20,7,30,52.0
2,7,10.0,7,7.0,7,10,7,10,10,1.4757219930180892,3.1894636623294192,10.0,7,10,0,2.9012345679012346,7.0,7.0,0.0,8.0,20,20,0,11.26,7,7,7,18.659751129952422,33.17353217241387,7,7,7,7.0,9.99,7.89006838096603,0,2.859154929577465,18.074,11.026,10,10,7,7,7,7,7,7,0.0,14.214818428939846,20.0,10,20,30.0,30.0,10,30,15,25,15,0,7,40,27.56
3,7,10.0,7,7.0,7,10,7,10,10,3.3460522453771646,10.0,10.0,7,10,0,1.507936507936508,7.0,7.0,0.0,5.837396351575456,20,25,0,12.72,7,7,7,50.0,15.018558365864315,7,7,7,7.0,9.99,8.25,0,0.08771929824561403,16.0,3.54,10,0,7,7,7,7,0,7,0.0,13.23578330429273,19.361982021486515,10,20,30.0,30.0,10,30,15,25,15,0,7,40,40.531400000000005
4,7,10.0,7,7.0,7,10,7,10,10,2.1505376344086025,9.086021505376344,3.737373737373737,7,10,0,4.545454545454545,7.0,1.75,0.0,3.653543307086614,20,20,0,12.4,7,7,7,50.0,15.01483596630839,0,0,0,7.0,9.99,8.25,0,0.0,4.699999999999999,2.64,10,10,7,7,0,7,0,0,5.192001233742804,17.18980500985905,19.436858644567423,10,20,30.0,24.0,10,30,15,25,0,0,7,40,28.6
5,7,10.0,7,7.0,7,10,7,10,10,1.1329017517136328,2.7322924600152323,3.5238993013197293,7,10,10,4.461538461538462,7.0,7.0,0.0,6.911022199748711,20,25,15,12.85,7,7,7,16.6,17.259976221392897,7,7,7,6.968106345405277,9.99,11.699973231494038,7,8.769633507853403,12.6,5.8,10,10,7,7,7,7,7,7,25.0,13.001706553279513,18.75952631153504,10,20,27.92482767486053,30.0,10,30,15,25,15,20,7,40,28.6
6,0,0.0,0,0.0,7,10,7,0,0,0.0,0.0,2.631578947368421,7,0,0,4.166666666666668,7.0,5.25,0.0,8.0,20,25,0,11.4,7,7,0,0.0,27.165845199837904,0,0,0,0.0,0.0,0.0,0,9.0,16.0,2.8000000000000003,0,10,0,7,0,0,7,7,,12.25563909774436,0.0,0,20,,0.0,0,10,0,25,0,0,0,10,29.9
7,7,10.0,7,6.300000000000001,7,10,7,10,0,6.80379746835443,5.379746835443038,10.0,7,10,10,2.608695652173913,7.0,7.0,0.0,0.0,20,15,0,11.66,7,7,7,46.57054269647802,15.531018431451537,7,7,0,7.0,9.99,13.362535930498861,7,2.4657534246575343,14.399999999999999,1.6,0,10,7,7,7,7,0,7,25.0,12.3532614530452,0.0,10,20,0.0,24.0,10,30,0,25,0,0,7,40,30.7268
8,7,10.0,7,7.0,7,0,7,10,10,0.7350539039529567,4.606337798105194,10.0,7,10,0,4.0,7.0,7.0,0.0,5.296755648766423,20,10,0,12.0,7,0,7,50.0,15.000000178890657,7,7,0,6.58853912792631,3.33,2.7068377231893836,0,1.0365853658536586,0.0,0.0,10,10,7,7,7,7,0,0,0.0,16.410047840448065,15.294463633899792,10,20,0.0,30.0,10,30,15,25,0,0,7,40,13.0
9,7,7.5,7,7.0,7,10,7,10,0,4.2695130086724475,3.135423615743829,0.0,7,10,0,2.2988505747126435,5.409090909090909,7.0,0.3945181834298662,0.22945494194069582,20,0,0,12.38,7,0,0,16.6,15.237150815810717,7,7,0,0.0,3.33,5.822662999357816,0,0.7909604519774012,10.4,3.9000000000000004,0,0,7,0,0,0,0,7,0.0,11.656475502590604,18.46193664547347,5,20,0.0,0.0,10,30,15,25,0,0,7,40,0.0
10,7,10.0,7,7.0,7,10,7,10,10,0.1855287569573284,3.7569573283859006,10.0,0,10,0,1.606217616580311,7.0,5.25,0.0,3.125582448166454,20,0,0,11.6,7,0,0,16.6,0.0,7,7,7,0.0,3.33,0.0,0,3.4782608695652173,10.4,3.8,0,10,7,0,0,0,0,7,25.0,12.407479117110139,18.0,10,20,0.0,21.0,10,10,0,25,0,0,7,40,27.976
11,7,7.5,7,4.9,7,10,0,10,0,2.099236641221374,4.007633587786259,1.935483870967742,7,10,10,2.5555555555555554,7.0,7.0,1.0595666644026354,0.0,20,5,0,14.46,7,0,0,43.42718812167519,0.0,7,7,0,6.888757526600863,0.0,8.25,0,0.0,19.9,7.199999999999999,10,10,0,7,0,0,0,7,2.0757767775203946,11.833846153846153,0.0,5,20,30.0,13.5,10,30,15,25,0,0,7,40,28.6
12,7,10.0,7,7.0,7,0,7,10,10,0.5462724935732648,0.8354755784061696,10.0,7,10,0,1.3768115942028984,7.0,7.0,0.0,0.0,20,25,0,,7,7,7,16.6,30.904881474759783,7,7,7,0.0,3.33,5.883961052856837,0,6.8181818181818175,9.200000000000001,1.4000000000000001,0,10,7,7,0,7,0,7,25.0,15.004699893328263,18.93537095534876,10,20,0.0,0.0,10,30,15,25,0,0,7,40,34.19
13,7,10.0,7,5.6000000000000005,7,10,7,0,10,1.101141924959217,1.794453507340946,10.0,7,10,0,1.8571428571428572,4.375,0.0,0.0,0.5711131503183732,20,30,15,13.686,7,7,7,0.0,15.00062826594692,0,0,7,7.0,9.99,10.024719101123594,0,12.285714285714285,17.0,5.6000000000000005,10,10,7,0,0,7,0,7,0.0,17.283593461671252,18.970326288290877,10,20,30.0,24.0,10,20,15,25,15,0,7,40,28.548000000000002
14,7,10.0,7,7.0,7,10,7,10,0,0.5766621438263229,2.9511533242876533,7.623626373626374,7,10,0,1.5608919382504287,7.0,7.0,0.0,7.734903487836537,20,20,0,21.4,0,7,7,16.6,15.361353479463716,7,7,0,0.0,3.33,1.5,7,7.368421052631579,9.6,1.2,10,10,7,0,0,7,7,7,3.4676208145596146,12.869299501025026,16.514285714285712,10,20,30.0,24.0,10,30,15,25,0,0,7,40,44.251999999999995
15,0,10.0,7,7.0,7,10,7,10,10,0.8566275924256086,1.1722272317403066,9.315448658649398,7,10,10,1.6088765603328712,5.219298245614035,7.0,0.0,3.0512066659453803,20,0,0,14.4,7,7,7,18.186311636823927,0.0,7,7,0,0.0,9.99,4.441083551098242,0,0.375,19.2,10.4,10,10,7,0,0,7,7,7,15.358678725015354,13.919949838018601,0.0,10,20,30.0,24.0,10,30,0,25,15,0,7,30,28.08
16,7,10.0,7,7.0,7,10,7,10,0,0.9420289855072463,2.536231884057971,0.0,7,10,0,0.8994708994708994,6.78125,5.25,0.0,2.532981812828714,20,20,0,17.0,7,7,7,22.523962471804552,15.50474819956503,7,7,0,0.0,9.99,13.613761467378115,0,1.55,18.400000000000002,4.6000000000000005,10,10,7,0,0,7,0,7,0.0,15.682364461853467,17.994646442114657,10,20,30.0,24.0,10,30,15,25,0,0,7,40,0.0
17,7,10.0,7,5.6000000000000005,7,10,7,10,0,0.35335689045936397,4.41696113074205,0.8058017727639,0,0,0,1.2987012987012987,4.858208955223881,7.0,0.890517088660607,0.891045463546615,20,0,0,18.12,7,7,7,35.766489375079445,15.160684675842274,7,7,0,0.0,9.99,1.5,7,0.5555555555555556,15.0,12.0,10,10,7,7,7,0,7,7,25.0,12.324766760309368,19.375,10,20,30.0,24.0,10,30,0,0,15,0,7,40,0.0
18,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,,0.0,0,0,0,0,0,0,0,0,0.0
19,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,,0.0,0,0,0,0,0,0,0,0,0.0
20,0,0.0,0,0.0,7,10,7,0,0,0.0,0.0,10.0,0,0,0,0.8416833667334669,6.5625,5.25,0.0,0.0,20,0,0,,0,7,7,0.0,0.0,0,0,0,7.0,3.33,0.0,0,0.0,17.0,17.0,0,10,7,0,0,0,0,7,,13.663366336633663,0.0,0,20,,0.0,0,30,15,25,0,0,0,10,0.0
21,7,10.0,7,7.0,7,10,7,10,10,3.412698412698413,9.920634920634921,10.0,7,10,10,3.225806451612903,7.0,7.0,0.0,0.0,20,5,0,16.0,7,7,0,16.6,0.0,7,7,7,7.0,9.99,4.627124834901559,7,14.172185430463575,6.4,5.4,0,10,7,7,7,7,7,7,0.0,15.766048452126356,19.98258823807326,10,20,0.0,24.0,10,30,0,25,0,20,7,40,0.0
22,0,10.0,7,6.300000000000001,7,10,7,0,10,0.029859659599880562,2.627650044789489,0.0,7,0,0,1.5102639296187683,6.517241379310345,7.0,0.0,9.57829500903044,20,15,0,21.0,7,7,7,16.6,15.421617947603503,7,7,0,6.32511440183449,6.66,5.366374722912249,7,7.666666666666667,3.0,3.7780000000000005,10,10,7,0,0,7,7,7,25.0,15.149134629929584,16.666666666666664,5,20,0.0,27.0,10,30,15,25,0,0,7,30,28.6
23,7,10.0,7,7.0,7,10,7,10,10,1.976685250886974,10.0,10.0,7,10,10,0.6884875846501128,7.0,7.0,0.0,8.0,20,15,0,12.6,7,7,7,50.0,15.295055054091923,7,7,7,0.0,9.99,5.518543981567506,7,11.72961373390558,8.2,4.2,0,10,7,7,7,7,7,7,0.0,13.811542509647996,19.90203761755486,10,20,30.0,30.0,10,30,15,25,0,0,7,40,32.266
24,7,7.5,7,7.0,7,10,7,10,0,1.9230769230769231,7.6730769230769225,10.0,7,10,0,3.8333333333333335,7.0,7.0,0.0,8.0,20,0,0,13.4,0,7,7,29.719823160898912,16.18730726310611,7,7,7,0.0,9.99,7.233035876064505,7,10.82608695652174,11.459999999999999,4.8,0,10,7,0,7,7,7,7,0.0,15.48395319682407,16.96927374301676,10,20,30.0,30.0,10,30,15,25,0,0,7,40,27.6796
25,7,10.0,7,4.9,7,10,7,10,10,0.4424778761061947,4.9304677623261695,10.0,7,10,0,1.201716738197425,6.637931034482759,7.0,0.0,0.0,0,5,0,12.04,0,7,7,43.03656127278006,15.004913050818843,7,7,0,0.0,9.99,0.0,0,0.0,13.799999999999999,4.6000000000000005,10,10,7,0,0,7,0,0,0.0,14.643003780209824,0.0,10,20,30.0,27.0,10,10,15,25,0,0,7,40,27.82
26,7,10.0,7,7.0,7,10,7,10,0,3.5398230088495577,4.572271386430678,1.756198347107438,0,10,0,0.6967213114754098,5.548780487804878,5.25,0.0,6.578201735759476,20,25,0,14.8,7,7,7,16.6,17.12234693557329,7,7,0,7.0,9.99,0.0,0,3.8461538461538463,20.0,6.0,0,10,7,0,0,7,7,7,25.0,14.65986394557823,20.0,10,20,0.0,16.5,10,30,15,25,15,20,7,40,33.8156
27,0,10.0,7,7.0,7,10,7,10,10,0.21666666666666665,0.4333333333333333,5.590932246561387,7,10,0,1.0818307905686546,7.0,7.0,0.0,6.931680773881499,20,15,0,19.4,7,7,7,16.6,29.21820902909532,7,7,7,6.831978235681104,3.33,3.5888107480424107,7,5.555555555555555,19.0,2.8000000000000003,10,10,7,7,7,7,0,7,0.0,12.762839357736743,13.636363636363637,10,20,0.0,24.0,10,30,15,25,0,0,7,40,26.1586
28,7,10.0,7,7.0,7,10,7,10,10,0.8843296781039971,4.244782454899186,3.7714712471994023,7,10,10,0.6134969325153374,6.774193548387096,5.25,0.0,5.4032786885245905,20,20,0,17.490000000000002,7,7,7,50.0,15.0050685093514,7,7,0,4.570986645625466,9.99,3.452066637236119,0,0.46153846153846156,19.206,8.591999999999999,0,10,7,7,7,7,7,7,0.0,12.987827369974179,18.86353739880846,10,20,30.0,27.0,10,30,15,25,0,0,7,40,0.0
29,7,10.0,7,7.0,7,10,7,10,10,2.1805896805896805,2.5798525798525795,10.0,7,10,0,1.9631901840490797,7.0,7.0,5.0,5.0,20,15,0,19.305999999999997,7,7,7,50.0,20.169652239159362,7,7,7,6.9190456441923045,9.99,6.688293193664945,0,4.857142857142857,9.6,4.2,10,10,7,0,0,7,7,7,0.0,14.578286403439778,10.371477756636768,10,20,30.0,30.0,10,30,15,25,0,0,7,40,26.039
30,7,7.5,7,7.0,7,10,7,10,0,0.0,0.0,0.0,7,0,0,4.540816326530612,7.0,5.25,6.211577852196248,0.0,20,10,0,13.2,7,7,7,50.0,0.0,7,7,0,0.0,0.0,1.5,0,7.863636363636364,19.0,2.8000000000000003,10,10,7,0,0,7,7,7,0.0,15.405949743504687,0.0,10,20,30.0,10.5,10,30,0,25,15,0,7,40,28.5428
31,7,10.0,7,7.0,7,10,7,10,0,6.454720616570329,3.7572254335260116,10.0,7,10,10,3.4000000000000004,7.0,5.25,0.0,3.8376812157865565,20,25,0,,7,7,7,16.6,15.464697288812681,7,7,0,0.0,9.99,15.0,0,1.0144927536231885,15.0,1.6,10,10,7,0,0,0,0,7,25.0,12.706766917293233,15.0,10,20,0.0,30.0,10,30,15,25,15,20,7,40,48.1
32,7,7.5,7,4.2,7,0,7,10,10,0.08291873963515756,2.542841348811498,0.09250693802035154,7,10,10,0.641025641025641,5.833333333333333,7.0,0.0,7.380259833593682,20,10,15,13.0,7,7,7,16.6,16.131541537929387,7,0,0,0.0,9.99,1.5,0,5.139303482587065,4.0,0.6,10,0,7,0,0,7,0,7,0.0,12.72219518586456,20.0,10,20,30.0,27.0,10,30,15,25,0,0,7,40,26.78
33,7,10.0,7,7.0,7,10,7,10,10,3.1914893617021276,7.5177304964539005,10.0,7,10,0,2.8901734104046244,7.0,7.0,0.0,5.910876939925742,20,20,15,14.0,7,7,7,16.6,21.925711202348396,7,7,0,7.0,9.99,15.0,7,0.3823529411764706,19.040000000000003,3.936,10,10,7,7,7,7,0,7,25.0,14.173957797220792,17.324347093513058,5,20,30.0,24.0,10,30,15,25,0,0,7,40,65.0
34,7,10.0,7,7.0,7,10,7,10,0,0.8880308880308879,2.2393822393822393,10.0,0,10,0,1.3993174061433447,6.125,7.0,0.04724446649186215,0.17246050767835028,20,20,0,13.918,7,7,0,25.942729319270384,16.14088545307447,7,7,0,7.0,9.99,11.406542038962941,7,0.6666666666666667,20.0,3.4000000000000004,10,10,7,7,7,7,7,7,25.0,13.792940513296639,17.861842639676375,10,20,30.0,30.0,10,30,15,25,0,0,7,40,62.29600000000001
35,7,10.0,7,6.300000000000001,7,10,7,10,10,0.2198492462311558,2.1670854271356785,5.217391304347826,7,10,0,0.32,7.0,5.25,0.054092033641117906,0.0,20,25,0,11.6,7,7,7,0.0,0.0,0,0,0,7.0,0.0,6.890153508093219,0,13.095238095238095,12.0,10.2,10,10,7,7,0,7,0,7,25.0,12.42913818651116,0.0,0,20,0.0,0.0,10,30,0,25,0,0,7,40,27.3
36,7,10.0,7,6.300000000000001,7,10,7,10,10,6.097560975609756,10.0,10.0,7,10,10,7.647058823529411,7.0,7.0,0.0,0.0,20,20,0,16.0,7,7,7,26.575980983908504,22.903179556380195,7,7,0,4.5555624601904645,9.99,14.518551504585766,0,4.444444444444445,17.0,12.0,10,10,7,7,7,7,0,7,0.0,16.470588235294116,13.333333333333332,10,20,30.0,27.0,10,30,15,25,15,20,7,40,65.0
37,7,10.0,7,7.0,7,10,7,10,10,2.1739130434782608,2.1739130434782608,10.0,7,10,0,1.3812154696132597,6.300000000000001,5.25,0.0,0.0,20,15,15,14.4,7,7,7,50.0,17.07184293913849,7,7,0,7.0,9.99,1.5,0,2.0,14.6,6.128,10,10,7,0,0,7,0,0,25.0,15.11390416339356,0.0,10,20,30.0,24.0,10,30,15,25,0,20,7,40,28.9406
38,7,10.0,7,7.0,7,10,7,10,0,1.7314189189189189,9.33277027027027,10.0,7,10,10,5.255712731229597,7.0,7.0,0.12001612227243781,7.214406713206374,20,20,0,14.3,7,7,7,41.33207740971589,15.285954511209702,7,7,7,6.144368121222951,9.99,8.298169014084507,0,0.5294117647058824,13.072,6.0,10,10,7,7,7,7,7,7,25.0,18.33756381370676,17.93811010027226,10,20,30.0,30.0,10,30,15,25,15,20,7,40,45.214
39,7,10.0,7,7.0,7,10,7,10,10,0.8239831697054698,1.8846423562412347,10.0,7,10,0,1.972668810289389,7.0,7.0,0.0,0.25676576915036287,20,0,15,20.97,7,7,7,16.6,16.716758040027187,7,7,0,4.549965067711284,9.99,9.367613125027995,0,5.957446808510638,18.97,17.524,10,10,7,7,7,7,7,7,0.0,11.450866001332976,18.466118762587406,10,20,,30.0,0,30,15,25,15,0,7,40,0.0
40,7,7.5,7,3.5,7,10,7,10,0,0.14285714285714285,5.357142857142857,0.0,7,10,0,0.0,0.0,5.25,0.0,0.45166666666666677,20,0,0,11.6,0,7,7,42.846674285714286,0.0,7,7,0,0.0,3.33,1.5,0,10.0,19.8,3.0,10,10,7,0,7,0,7,7,25.0,12.895377128953772,19.39235601479481,10,20,0.0,10.5,10,30,0,25,0,0,7,40,0.0
41,7,10.0,7,7.0,7,10,7,10,0,2.001862197392924,3.7243947858473,10.0,7,10,0,2.77027027027027,7.0,7.0,0.0,8.302796285315416,20,15,15,15.4,7,7,7,16.6,15.12994600265605,7,7,7,6.1712505918720435,9.99,5.702230583763622,0,0.27712609970674484,17.86,8.6,10,10,7,7,7,7,7,7,16.535964713703226,17.219294355281356,14.31913026346426,10,20,30.0,27.0,10,30,15,25,0,0,7,40,31.98
42,0,10.0,7,4.9,7,10,7,0,0,1.471825063078217,0.9671993271656856,0.27349577324714075,7,10,0,0.27726432532347506,4.666666666666666,7.0,0.0,0.0,20,20,0,13.56,7,0,0,26.709096413399863,15.034263070864968,7,7,7,7.0,9.99,2.404858202422748,0,0.5851063829787234,12.4,2.1,0,10,7,7,7,7,0,7,25.0,11.261378413524056,0.0,5,20,0.0,19.5,10,20,0,25,0,0,7,30,28.990000000000002
43,7,7.5,7,7.0,7,10,7,10,10,0.9777294948397609,4.3726235741444865,10.0,7,10,10,1.201716738197425,6.396551724137931,5.25,0.0,4.2494744218640506,20,5,15,17.0,7,7,7,50.0,15.013665747086431,7,7,7,7.0,9.99,7.153244640920844,0,0.0,19.997999999999998,3.66,10,10,0,7,0,7,7,7,0.0,13.661556042281688,18.888121108705924,10,20,30.0,27.0,10,20,15,25,0,0,7,40,26.91
44,7,10.0,7,7.0,7,10,7,10,10,1.8134715025906734,4.818652849740933,10.0,7,10,0,2.2119815668202767,7.0,7.0,0.5112333929989505,4.3555963900949894,20,25,0,12.08,7,7,7,16.6,32.75013426288841,7,7,0,7.0,9.99,11.647719385889008,0,0.9174311926605505,18.408,9.200000000000001,10,10,7,7,7,7,7,7,0.0,13.7620441082007,17.84584980237154,10,20,30.0,30.0,10,30,15,25,15,0,7,40,27.04
45,7,10.0,7,4.9,7,10,7,10,10,0.0,0.0,10.0,7,10,0,1.2345679012345678,5.154545454545454,7.0,0.296214023490573,0.0,20,20,0,13.8,0,7,0,50.0,0.0,7,7,0,0.0,3.33,1.5,0,6.285714285714286,19.0,2.6,10,10,7,7,7,0,7,7,,12.167619551207904,0.0,5,20,,24.0,0,30,0,0,0,0,7,40,0.0
46,7,10.0,7,7.0,7,10,7,10,10,2.0103761348897535,2.594033722438392,10.0,7,10,10,0.8902821316614422,7.0,7.0,0.005188495333110589,5.489443989773526,20,15,15,12.6,7,7,7,16.6,0.0,7,7,7,6.937933205056647,9.99,1.3239101479461248,0,0.9089595375722543,9.42,4.2,10,10,7,7,7,7,7,7,21.475614673509913,13.275441125149312,0.0,10,20,30.0,30.0,10,30,15,25,15,0,7,40,26.312
47,7,10.0,7,6.300000000000001,7,10,7,10,0,0.847457627118644,0.4547333608929309,10.0,7,10,0,0.9375,5.833333333333333,7.0,0.141005382975769,8.0,20,10,0,,7,7,7,16.6,0.0,7,7,7,7.0,9.99,0.0,0,12.727272727272727,19.336000000000002,4.6000000000000005,10,0,7,0,0,7,0,7,25.0,13.563017880505887,17.752015085835183,10,20,30.0,21.0,10,30,15,25,15,0,7,40,26.26
48,0,7.5,7,6.300000000000001,7,10,7,10,10,0.8588957055214724,2.638036809815951,10.0,7,10,0,3.1868131868131866,7.0,0.0,0.0,2.8408443158257435,20,10,0,17.6,7,0,0,50.0,19.318545311510427,7,7,0,7.0,9.99,15.0,0,0.2631578947368421,0.0,0.0,0,10,0,0,0,7,0,0,25.0,10.510166613117914,0.0,10,20,21.716542393228192,3.0,10,30,15,25,0,0,7,30,39.039
49,7,10.0,7,5.6000000000000005,7,10,7,10,10,0.7389162561576355,2.2660098522167487,10.0,7,10,0,1.0619469026548671,7.0,5.25,0.0,3.85162067917163,20,15,0,10.464,7,7,7,16.6,15.00318718178295,7,7,0,6.753237883863907,9.99,9.61105007669354,0,4.131455399061033,15.88,1.88,0,0,7,0,0,7,0,7,0.0,12.426170096451958,18.16360902255639,10,20,15.0,16.5,10,30,15,25,0,0,7,40,26.3718
50,7,10.0,7,7.0,7,10,7,10,10,1.0810810810810811,6.718146718146718,10.0,7,10,10,0.9127789046653144,7.0,7.0,0.10656238692759022,6.446647935539973,20,15,0,,7,7,7,49.389411889225556,0.0,7,7,7,7.0,9.99,5.534156927072654,0,5.390532544378699,14.2,10.8,10,10,7,7,7,7,7,7,25.0,13.870973697927393,19.64222410386678,10,20,30.0,30.0,10,30,15,25,0,0,7,40,26.26
51,7,10.0,7,5.6000000000000005,7,10,7,10,10,2.375296912114014,5.7007125890736345,3.2630522088353415,7,10,0,2.0,6.611111111111111,7.0,0.0,0.0,20,0,15,13.0,7,7,7,16.6,0.0,7,7,0,7.0,6.66,0.0,0,5.7142857142857135,18.0,1.0,0,10,7,0,0,0,0,7,25.0,16.596142785377822,18.898664472434966,10,20,0.0,30.0,10,30,15,25,0,0,7,40,29.9
